transaction_id,hour,amount,hist_avg_amount,amount_ratio,account_age_days,n_tx_last_24h,distance_from_home_km,is_foreign,merchant_category,is_fraud
T719016,23,34.93,27.84,1.25,1426,4,0.8,0,restaurant,0
T719017,10,503.33,25.01,20.13,436,4,1.4,0,atm,1
T719018,19,126.63,80.64,1.57,2030,2,9.0,0,travel,0
T719019,1,31.28,24.29,1.29,434,5,8.5,0,grocery,0
T719020,5,105.1,36.08,2.91,2610,5,1.6,0,online,0
T719021,22,57.14,17.56,3.25,1972,2,0.7,1,online,0
T719022,11,11.38,20.07,0.57,1931,5,6.8,0,grocery,0
T719023,14,66.05,80.24,0.82,1377,2,6.7,0,fuel,0
T719024,7,133.7,33.12,4.04,177,1,7.7,0,atm,0
T719025,22,30.43,23.1,1.32,71,3,4.4,0,travel,0
T719026,8,82.82,50.3,1.65,2107,3,15.5,0,restaurant,0
T719027,10,105.49,54.26,1.94,2885,1,3.8,0,travel,0
T719028,5,21.34,28.15,0.76,2455,6,4.1,1,restaurant,0
T719029,18,5.07,33.44,0.15,2080,3,14.7,0,grocery,0
T719030,20,407.49,24.6,16.56,634,2,0.6,0,grocery,0
T719031,7,22.83,26.51,0.86,666,1,26.0,1,online,0
T719032,16,43.77,34.79,1.26,1079,3,12.1,0,restaurant,0
T719033,21,75.53,63.36,1.19,1833,5,6.7,0,grocery,0
T719034,8,21.82,96.9,0.23,1384,1,11.6,0,online,0
T719035,2,44.32,24.26,1.83,2529,3,1.0,0,electronics,0
T719036,8,14.8,30.38,0.49,698,3,1.6,0,atm,0
T719037,21,15.61,21.09,0.74,1275,2,8.9,0,restaurant,0
T719038,12,34.88,33.84,1.03,2137,1,8.3,0,electronics,0
T719039,0,38.11,48.64,0.78,2720,6,3.6,0,electronics,0
T719040,17,24.53,22.47,1.09,54,3,5.0,0,online,0
T719041,8,96.7,12.69,7.62,388,6,13.0,0,grocery,0
T719042,11,28.46,23.66,1.2,390,2,4.1,0,restaurant,0
T719043,6,12.72,38.9,0.33,1487,1,0.4,0,electronics,0
T719044,4,19.99,17.18,1.16,851,5,1.3,0,grocery,0
T719045,11,103.18,26.23,3.93,1037,2,25.4,0,fuel,0
T719046,5,641.19,60.22,10.65,2658,2,2.1,0,electronics,0
T719047,14,29.44,40.3,0.73,435,3,3.3,0,grocery,0
T719048,5,69.05,23.11,2.99,776,3,0.2,0,travel,0
T719049,16,11.7,37.4,0.31,1112,5,2.3,0,grocery,0
T719050,6,2.76,23.2,0.12,243,4,1.5,0,online,0
T719051,15,816.7,41.46,19.7,2169,2,6.4,0,online,1
T719052,0,17.37,18.6,0.93,497,3,3.1,0,atm,0
T719053,0,20.47,10.83,1.89,2004,0,2.8,0,grocery,1
T719054,16,9.31,39.73,0.23,1074,4,3.9,0,online,0
T719055,3,125.78,24.43,5.15,93,4,1.1,0,grocery,0
T719056,19,236.98,36.14,6.56,1630,4,2.0,0,online,0
T719057,15,77.03,91.06,0.85,2079,3,5.1,0,electronics,0
T719058,9,21.62,94.46,0.23,442,4,3.6,0,restaurant,0
T719059,19,193.07,13.46,14.34,912,1,1.6,0,grocery,0
T719060,1,44.61,24.97,1.79,1846,5,8.4,0,electronics,0
T719061,4,10.81,31.42,0.34,837,1,4.5,0,atm,0
T719062,8,39.77,33.97,1.17,700,2,3.2,0,electronics,0
T719063,20,29.93,29.11,1.03,206,3,5.9,0,fuel,0
T719064,19,7.47,23.94,0.31,618,3,16.5,0,online,0
T719065,3,55.42,31.83,1.74,762,4,6.7,0,online,0
T719066,3,28.04,38.4,0.73,434,1,2.3,0,restaurant,0
T719067,4,56.43,8.72,6.47,65,5,4.7,0,electronics,0
T719068,10,55.37,25.04,2.21,2255,6,1.2,0,online,0
T719069,14,89.08,21.13,4.22,2109,4,2.6,0,restaurant,0
T719070,5,12.93,12.81,1.01,2681,0,11.7,0,restaurant,0
T719071,15,79.38,43.24,1.84,1535,4,9.5,0,fuel,0
T719072,16,61.49,31.0,1.98,2244,2,9.8,0,fuel,0
T719073,2,64.46,49.71,1.3,1912,2,14.4,0,electronics,0
T719074,20,95.67,26.02,3.68,16,2,23.5,0,electronics,0
T719075,23,28.99,86.73,0.33,2989,4,0.6,0,grocery,0
T719076,16,48.24,26.25,1.84,2600,1,1.4,0,grocery,0
T719077,21,82.33,28.74,2.86,1291,1,8.2,0,grocery,0
T719078,4,25.57,33.96,0.75,1398,3,1.8,0,online,0
T719079,13,60.49,88.52,0.68,88,2,6.9,0,restaurant,0
T719080,18,64.43,22.3,2.89,1610,3,3.5,0,fuel,0
T719081,3,25.32,51.83,0.49,803,4,10.0,0,restaurant,0
T719082,0,112.8,30.79,3.66,1127,4,10.0,0,grocery,0
T719083,16,9.09,19.3,0.47,469,3,1.1,0,fuel,0
T719084,12,38.54,42.96,0.9,970,3,0.1,0,travel,0
T719085,10,8.78,52.87,0.17,1415,6,1.1,1,electronics,0
T719086,3,34.44,26.22,1.31,1450,3,18.6,0,grocery,0
T719087,20,21.68,24.13,0.9,2012,3,9.5,0,fuel,0
T719088,7,34.69,47.28,0.73,252,4,7.3,0,fuel,0
T719089,9,17.78,14.96,1.19,408,3,5.8,0,online,0
T719090,3,42.38,43.14,0.98,2342,7,0.1,0,electronics,0
T719091,12,112.67,50.79,2.22,1079,2,25.4,0,restaurant,0
T719092,5,109.39,27.82,3.93,1345,3,13.6,1,electronics,1
T719093,1,16.04,32.33,0.5,74,3,1.5,0,restaurant,0
T719094,2,52.57,11.96,4.4,834,1,1.7,0,atm,0
T719095,12,83.17,29.76,2.79,107,3,11.9,0,atm,0
T719096,2,45.5,15.94,2.85,523,4,10.8,0,online,0
T719097,1,4.89,38.61,0.13,2200,2,3.4,0,restaurant,0
T719098,0,16.13,25.17,0.64,1124,4,4.3,0,grocery,0
T719099,22,34.58,44.99,0.77,1688,3,6.9,0,atm,0
T719100,21,29.11,22.27,1.31,1344,1,8.1,0,grocery,0
T719101,14,54.18,27.23,1.99,669,1,11.7,0,fuel,0
T719102,18,59.34,27.22,2.18,939,2,1.3,0,online,0
T719103,19,53.78,13.19,4.08,1885,3,0.2,0,restaurant,0
T719104,22,20.8,17.32,1.2,1877,1,34.0,0,atm,0
T719105,18,163.07,82.75,1.97,933,4,14.8,0,restaurant,0
T719106,20,13.2,42.09,0.31,212,5,25.3,0,fuel,0
T719107,22,33.44,31.96,1.05,140,1,2.0,0,online,0
T719108,15,18.8,42.29,0.44,1688,9,20.8,0,grocery,0
T719109,20,23.87,91.97,0.26,2087,4,0.2,0,travel,0
T719110,4,174.76,27.98,6.25,371,1,1.3,0,restaurant,0
T719111,1,7.14,13.02,0.55,409,2,17.0,0,travel,0
T719112,14,18.32,63.33,0.29,359,3,20.2,0,grocery,0
T719113,20,27.96,31.56,0.89,2599,2,9.5,0,electronics,0
T719114,21,5.29,42.24,0.13,1739,4,5.4,0,travel,0
T719115,6,24.16,30.4,0.79,1543,2,2.0,0,online,0
T719116,20,120.44,78.57,1.53,851,3,2.7,0,grocery,0
T719117,19,56.73,12.38,4.58,1884,1,7.8,0,online,0
T719118,17,13.43,17.49,0.77,299,4,7.6,0,online,0
T719119,1,117.05,35.57,3.29,1863,3,4.5,1,fuel,0
T719120,23,12.0,21.93,0.55,1602,0,1.1,0,electronics,0
T719121,9,62.26,15.24,4.09,1617,0,0.7,0,grocery,0
T719122,2,25.58,94.65,0.27,1757,2,11.9,0,electronics,0
T719123,7,39.52,32.04,1.23,1548,3,14.6,0,restaurant,0
T719124,10,432.86,60.84,7.11,2576,3,24.7,0,grocery,0
T719125,1,15.76,38.37,0.41,84,3,0.8,0,online,0
T719126,18,77.54,46.25,1.68,1267,4,1.4,0,electronics,0
T719127,21,69.42,75.02,0.93,452,3,5.0,0,fuel,0
T719128,16,218.36,38.57,5.66,28,2,0.6,0,grocery,0
T719129,16,65.69,48.15,1.36,610,4,5.6,0,grocery,0
T719130,9,44.3,41.93,1.06,208,1,31.4,0,fuel,0
T719131,15,23.41,30.03,0.78,310,1,0.6,0,electronics,0
T719132,13,101.03,46.46,2.17,1685,2,13.6,0,fuel,0
T719133,5,335.87,12.78,26.28,2651,3,9.8,0,online,1
T719134,23,11.54,29.85,0.39,2452,5,2.4,0,online,0
T719135,5,20.01,44.93,0.45,1282,1,0.1,0,grocery,0
T719136,8,19.98,30.01,0.67,1422,4,0.6,0,travel,0
T719137,2,60.29,18.54,3.25,1851,5,6.0,0,restaurant,0
T719138,17,22.58,17.4,1.3,2062,4,7.6,0,online,0
T719139,14,23.63,24.95,0.95,916,3,2.8,0,grocery,0
T719140,13,14.86,47.82,0.31,837,3,3.0,0,travel,0
T719141,6,43.45,42.37,1.03,658,4,4.5,0,atm,0
T719142,19,220.9,23.06,9.58,2985,2,0.6,0,grocery,0
T719143,4,16.7,23.66,0.71,2672,6,9.5,0,online,0
T719144,23,21.49,31.68,0.68,2930,3,6.3,0,travel,0
T719145,4,28.11,18.4,1.53,566,0,9.3,0,electronics,0
T719146,11,89.62,12.22,7.33,1188,2,5.6,0,restaurant,0
T719147,12,12.62,18.95,0.67,494,4,22.4,0,atm,0
T719148,2,38.47,34.43,1.12,2720,2,3.7,0,atm,0
T719149,9,49.41,27.08,1.82,640,5,17.5,0,electronics,0
T719150,7,254.29,30.35,8.38,2864,2,4.0,0,online,0
T719151,8,17.9,35.2,0.51,1544,4,1.3,1,fuel,0
T719152,19,433.57,34.15,12.7,223,3,5.6,0,grocery,0
T719153,6,6.72,53.46,0.13,2426,0,8.6,0,electronics,0
T719154,7,14.97,30.8,0.49,1612,1,15.7,0,restaurant,0
T719155,7,40.18,10.76,3.73,1479,3,1.9,0,online,0
T719156,23,22.85,20.58,1.11,1609,4,8.4,0,online,0
T719157,8,62.11,19.12,3.25,1187,4,2.7,0,restaurant,0
T719158,15,28.29,22.72,1.25,1469,8,5.2,0,online,0
T719159,1,102.33,10.97,9.33,2515,6,0.1,0,online,1
T719160,13,14.69,20.72,0.71,479,5,1.8,0,restaurant,0
T719161,3,9.68,24.44,0.4,2158,0,7.8,0,restaurant,0
T719162,23,18.52,21.34,0.87,2696,3,23.3,0,fuel,0
T719163,2,17.59,27.03,0.65,241,5,0.3,0,restaurant,0
T719164,16,13.41,35.48,0.38,1669,9,1.9,0,online,0
T719165,16,46.1,20.83,2.21,2606,4,13.6,0,restaurant,0
T719166,7,8.53,15.52,0.55,1554,4,10.9,0,restaurant,0
T719167,5,48.62,21.02,2.31,2975,7,14.5,0,grocery,0
T719168,5,122.96,43.28,2.84,1060,1,0.1,0,grocery,0
T719169,17,308.12,53.72,5.74,1012,4,0.6,0,restaurant,0
T719170,23,21.63,31.11,0.7,2051,3,4.9,0,electronics,0
T719171,18,8.17,31.02,0.26,2347,2,6.8,0,electronics,0
T719172,3,68.34,40.72,1.68,307,1,2.4,0,electronics,0
T719173,0,22.0,17.0,1.29,2596,1,9.1,0,grocery,0
T719174,18,92.12,24.61,3.74,891,1,6.2,0,electronics,0
T719175,20,22.75,29.2,0.78,1110,0,1.1,0,online,0
T719176,6,29.46,60.66,0.49,478,4,6.8,0,fuel,0
T719177,7,100.31,24.73,4.06,788,0,1.7,0,restaurant,0
T719178,8,109.1,34.83,3.13,1531,2,9.8,0,grocery,0
T719179,4,38.78,33.91,1.14,1982,2,17.0,0,online,0
T719180,0,24.02,25.78,0.93,1813,4,6.1,0,grocery,0
T719181,16,5.63,53.39,0.11,2393,2,1.1,0,restaurant,0
T719182,11,39.32,39.16,1.0,811,6,7.0,0,restaurant,0
T719183,10,169.48,32.07,5.28,2319,0,2.9,0,restaurant,0
T719184,15,45.0,59.63,0.75,1355,5,3.3,1,online,0
T719185,18,27.99,18.05,1.55,2781,2,3.4,0,online,0
T719186,11,22.72,30.07,0.76,2014,5,10.6,0,grocery,0
T719187,10,17.06,44.54,0.38,1615,4,2.8,1,electronics,0
T719188,22,18.73,59.51,0.31,431,1,0.8,0,online,0
T719189,7,13.77,65.54,0.21,2400,1,22.8,0,travel,0
T719190,9,72.52,116.35,0.62,1027,4,0.6,0,restaurant,0
T719191,22,52.86,36.92,1.43,1450,5,10.1,0,restaurant,0
T719192,12,25.32,21.51,1.18,2864,4,0.5,0,electronics,0
T719193,15,17.52,27.68,0.63,2541,0,2.4,0,grocery,0
T719194,5,144.3,81.53,1.77,2811,2,38.5,0,restaurant,0
T719195,15,10.62,34.53,0.31,631,3,8.0,0,restaurant,0
T719196,18,57.01,50.66,1.13,918,4,19.8,0,grocery,0
T719197,19,5.66,69.12,0.08,2815,3,17.7,0,online,0
T719198,16,9.73,45.1,0.22,2513,8,3.0,0,restaurant,0
T719199,10,32.74,28.32,1.16,2120,6,16.8,0,electronics,0
T719200,4,11.44,26.03,0.44,1650,3,6.6,0,grocery,0
T719201,19,18.81,18.37,1.02,2570,0,3.0,0,grocery,0
T719202,14,14.54,32.9,0.44,171,1,23.0,0,atm,0
T719203,16,36.95,42.54,0.87,1527,3,0.1,0,restaurant,0
T719204,15,3.02,22.11,0.14,1068,1,3.7,0,grocery,0
T719205,19,24.14,32.09,0.75,1766,0,3.0,0,electronics,0
T719206,4,50.4,79.64,0.63,474,5,7.3,0,online,0
T719207,7,28.09,23.72,1.18,2724,5,3.4,0,electronics,0
T719208,10,17.97,27.33,0.66,38,3,8.7,0,online,0
T719209,10,23.94,22.27,1.07,2399,4,7.3,0,grocery,0
T719210,5,11.85,38.39,0.31,1888,4,7.6,0,online,0
T719211,22,158.92,21.53,7.38,831,4,8.2,0,electronics,1
T719212,12,22.17,16.25,1.36,2628,1,4.0,0,online,0
T719213,16,15.99,12.02,1.33,1483,1,9.3,0,grocery,0
T719214,8,44.6,39.87,1.12,1530,2,1.3,1,restaurant,0
T719215,11,4.76,41.77,0.11,2020,3,12.8,0,restaurant,0
T719216,15,41.93,45.02,0.93,1057,5,2.3,0,restaurant,0
T719217,16,30.73,24.55,1.25,455,3,8.9,0,online,0
T719218,6,9.1,25.14,0.36,500,1,2.8,0,online,0
T719219,7,9.0,23.49,0.38,1747,4,2.9,0,fuel,0
T719220,12,24.19,32.97,0.73,2439,2,0.5,0,restaurant,0
T719221,12,20.46,10.66,1.92,338,2,9.9,0,online,0
T719222,21,27.72,29.67,0.93,2712,3,15.0,0,electronics,0
T719223,0,109.23,17.73,6.16,337,6,7.5,0,electronics,0
T719224,22,45.9,63.98,0.72,1168,2,9.2,0,online,0
T719225,23,54.03,27.33,1.98,2604,4,2.2,0,online,0
T719226,19,5.94,35.8,0.17,2085,2,2.8,0,online,0
T719227,17,56.6,32.79,1.73,745,3,20.4,0,online,0
T719228,6,16.93,70.21,0.24,1098,4,4.5,1,online,0
T719229,3,36.79,72.71,0.51,300,3,9.3,0,fuel,0
T719230,2,13.63,28.04,0.49,2842,2,0.7,1,travel,1
T719231,7,374.4,14.04,26.67,1018,3,39.2,0,restaurant,0
T719232,7,23.21,28.77,0.81,13,4,8.5,0,grocery,0
T719233,11,69.69,46.06,1.51,2412,3,4.2,0,online,0
T719234,19,57.76,18.77,3.08,354,1,11.7,0,travel,0
T719235,18,53.46,15.7,3.41,214,2,7.2,0,fuel,0
T719236,12,64.0,67.81,0.94,202,0,5.5,0,restaurant,0
T719237,19,27.92,56.74,0.49,362,7,0.2,0,travel,0
T719238,18,14.25,36.84,0.39,998,5,4.4,0,electronics,0
T719239,22,9.22,63.94,0.14,2885,0,8.5,0,grocery,0
T719240,13,8.89,19.88,0.45,1120,5,2.5,0,grocery,0
T719241,12,119.75,21.91,5.47,1970,2,15.8,0,atm,0
T719242,3,56.16,25.48,2.2,590,2,3.5,0,restaurant,0
T719243,15,51.37,40.5,1.27,1307,3,0.2,0,grocery,0
T719244,11,56.57,79.58,0.71,251,0,1.6,0,grocery,0
T719245,15,36.19,25.35,1.43,696,2,0.3,0,restaurant,0
T719246,6,20.37,29.28,0.7,2305,3,6.0,0,grocery,0
T719247,12,211.98,36.04,5.88,515,3,21.7,0,electronics,0
T719248,9,78.81,29.42,2.68,2403,1,7.4,0,restaurant,0
T719249,21,7.36,64.47,0.11,1312,5,11.2,0,restaurant,0
T719250,20,13.37,29.75,0.45,2520,4,0.1,0,online,0
T719251,4,38.46,29.16,1.32,404,3,2.3,0,grocery,0
T719252,2,182.54,35.61,5.13,1541,2,11.2,0,restaurant,0
T719253,9,16.93,29.04,0.58,732,2,4.0,0,online,0
T719254,13,37.67,14.33,2.63,2813,1,10.1,0,travel,0
T719255,10,15.25,19.6,0.78,1129,3,1.4,0,grocery,0
T719256,19,83.62,13.62,6.14,1955,5,5.5,0,travel,0
T719257,9,53.69,69.58,0.77,2391,2,6.1,0,grocery,0
T719258,18,48.94,14.53,3.37,1004,3,4.1,1,grocery,0
T719259,22,85.24,27.97,3.05,2446,1,5.4,0,grocery,0
T719260,1,17.41,23.6,0.74,1541,3,10.9,0,restaurant,0
T719261,5,20.04,19.3,1.04,2605,3,12.1,0,online,0
T719262,3,31.56,41.56,0.76,2752,3,29.6,0,restaurant,0
T719263,19,16.1,55.22,0.29,1798,2,7.8,0,travel,0
T719264,3,154.61,27.68,5.59,177,5,29.3,0,restaurant,0
T719265,11,25.9,30.04,0.86,597,3,6.1,0,grocery,0
T719266,22,3.92,65.29,0.06,1731,2,2.4,0,electronics,0
T719267,18,55.11,53.17,1.04,2433,3,8.9,0,grocery,0
T719268,12,24.46,27.16,0.9,857,4,2.2,0,grocery,0
T719269,21,15.54,35.0,0.44,2473,2,34.9,0,online,0
T719270,10,38.34,44.47,0.86,1544,3,0.3,0,online,0
T719271,13,15.65,16.32,0.96,791,5,1.7,0,grocery,0
T719272,8,8.16,44.79,0.18,763,1,1.3,0,travel,0
T719273,21,12.89,31.57,0.41,1725,3,29.5,0,grocery,0
T719274,3,9.13,24.62,0.37,2589,4,1.1,0,grocery,0
T719275,2,36.44,42.77,0.85,2162,4,5.8,0,online,0
T719276,11,86.75,32.33,2.68,1508,8,3.4,0,online,0
T719277,4,119.79,44.1,2.72,2036,2,0.2,0,fuel,0
T719278,6,5.98,22.89,0.26,263,4,2.7,1,grocery,0
T719279,13,2.23,28.27,0.08,379,3,0.8,0,online,0
T719280,2,60.15,28.55,2.11,1929,3,2.2,0,online,0
T719281,21,8.56,17.88,0.48,2782,2,5.3,0,fuel,0
T719282,21,66.65,42.08,1.58,1577,2,22.6,0,fuel,0
T719283,17,12.53,60.6,0.21,2140,4,1.4,0,restaurant,0
T719284,20,76.68,51.8,1.48,1324,3,18.3,0,grocery,0
T719285,21,7.67,56.03,0.14,2610,3,1.2,0,grocery,0
T719286,12,135.79,11.71,11.6,2321,2,1.5,0,travel,0
T719287,11,20.49,54.98,0.37,1351,4,3.9,0,restaurant,0
T719288,10,42.49,31.86,1.33,730,4,0.2,0,online,0
T719289,15,8.35,39.42,0.21,2764,8,4.8,0,online,0
T719290,5,119.98,43.42,2.76,2639,5,0.8,0,atm,0
T719291,16,20.68,20.64,1.0,955,2,3.1,0,online,0
T719292,7,34.51,17.14,2.01,1482,5,6.7,0,restaurant,0
T719293,21,15.27,93.61,0.16,509,3,1.2,0,electronics,0
T719294,21,14.6,54.15,0.27,2307,4,9.0,0,online,0
T719295,16,40.45,36.27,1.12,677,1,25.7,1,atm,0
T719296,12,95.48,42.97,2.22,2407,4,5.7,0,grocery,0
T719297,9,35.08,21.06,1.67,2008,3,0.6,1,electronics,0
T719298,14,18.27,49.13,0.37,118,6,2.1,0,travel,0
T719299,2,39.72,41.28,0.96,67,2,6.4,0,grocery,0
T719300,3,247.07,23.52,10.5,353,2,14.3,0,online,1
T719301,16,81.45,26.8,3.04,2547,3,15.7,0,restaurant,0
T719302,8,14.79,22.46,0.66,1529,4,11.0,0,atm,0
T719303,6,80.78,32.79,2.46,1531,2,4.9,0,online,0
T719304,8,27.78,32.94,0.84,651,6,9.9,0,restaurant,0
T719305,9,27.75,30.11,0.92,1832,3,11.2,0,restaurant,0
T719306,14,6.21,46.61,0.13,1141,3,1.5,0,atm,0
T719307,19,13.05,25.85,0.5,2671,3,5.4,0,restaurant,0
T719308,13,15.9,17.34,0.92,836,2,5.8,0,fuel,0
T719309,16,8.11,23.64,0.34,1541,2,3.2,1,online,0
T719310,0,38.51,34.05,1.13,819,3,4.2,0,travel,0
T719311,3,95.87,46.14,2.08,1133,5,0.1,0,electronics,0
T719312,16,182.4,18.56,9.83,1371,1,1.1,0,grocery,0
T719313,11,45.38,7.33,6.19,2931,2,1.5,0,online,1
T719314,15,39.09,36.3,1.08,880,2,0.8,0,fuel,0
T719315,13,68.79,40.78,1.69,2197,3,22.6,0,online,0
T719316,13,73.37,87.48,0.84,1399,2,3.9,0,grocery,0
T719317,10,61.42,25.2,2.44,2801,2,8.8,0,online,0
T719318,4,17.45,84.52,0.21,1114,1,9.9,0,online,0
T719319,6,27.1,18.01,1.5,250,3,3.0,0,electronics,0
T719320,0,99.79,36.92,2.7,1503,0,15.7,0,electronics,0
T719321,5,11.57,15.59,0.74,183,2,5.1,0,online,0
T719322,5,26.78,26.66,1.0,282,4,0.1,0,restaurant,0
T719323,10,76.72,93.58,0.82,1650,4,3.1,0,restaurant,0
T719324,10,17.67,22.5,0.79,1152,4,3.1,0,online,0
T719325,20,13.62,25.23,0.54,2670,3,26.0,0,grocery,0
T719326,14,163.34,36.94,4.42,1599,3,5.6,0,online,0
T719327,5,45.56,55.54,0.82,557,4,19.3,0,electronics,0
T719328,10,15.93,32.76,0.49,1401,3,0.6,0,fuel,0
T719329,23,401.76,48.75,8.24,2672,4,0.5,0,atm,1
T719330,12,26.07,20.49,1.27,800,5,15.1,0,atm,0
T719331,9,111.75,17.82,6.27,2644,3,3.5,0,online,0
T719332,8,11.96,28.79,0.42,296,2,7.1,0,fuel,0
T719333,15,27.95,34.1,0.82,2753,4,4.2,0,restaurant,0
T719334,18,13.74,42.52,0.32,576,0,4.5,0,grocery,0
T719335,17,26.09,27.71,0.94,2942,1,7.8,0,online,0
T719336,12,43.93,66.78,0.66,952,5,25.6,0,restaurant,0
T719337,3,61.82,35.56,1.74,1881,3,5.5,0,atm,0
T719338,6,15.07,19.96,0.76,584,3,23.4,0,travel,0
T719339,23,8.47,16.62,0.51,1308,3,5.2,0,restaurant,0
T719340,3,26.69,53.27,0.5,1347,0,4.5,0,online,0
T719341,11,12.15,65.9,0.18,543,4,4.2,1,travel,0
T719342,5,108.95,19.46,5.6,656,4,3.6,0,electronics,0
T719343,17,136.94,42.7,3.21,611,3,7.8,0,travel,0
T719344,2,27.68,45.99,0.6,2305,1,7.3,0,grocery,0
T719345,5,13.49,24.2,0.56,1163,2,7.3,0,grocery,0
T719346,6,57.55,49.83,1.15,1733,2,3.7,0,restaurant,0
T719347,14,16.11,19.97,0.81,186,1,5.5,0,travel,0
T719348,13,102.57,8.42,12.18,2504,4,14.0,0,electronics,0
T719349,3,145.6,17.73,8.21,836,2,0.2,0,restaurant,0
T719350,13,43.15,26.91,1.6,713,3,0.7,0,restaurant,0
T719351,22,12.52,19.32,0.65,2431,3,7.2,0,atm,0
T719352,22,247.76,55.5,4.46,2234,3,2.1,0,online,0
T719353,6,20.28,31.15,0.65,936,3,1.5,1,grocery,0
T719354,0,39.11,36.07,1.08,2768,2,25.0,0,online,0
T719355,21,67.61,63.67,1.06,229,2,1.9,0,travel,0
T719356,10,8.06,96.76,0.08,76,4,14.4,1,electronics,0
T719357,1,3.5,30.3,0.12,1084,5,2.6,0,online,0
T719358,15,40.83,23.95,1.7,112,2,1.7,0,fuel,0
T719359,16,6.67,39.63,0.17,977,3,7.5,0,atm,0
T719360,8,57.82,48.11,1.2,1929,2,1.6,0,atm,0
T719361,13,37.57,34.12,1.1,341,1,3.8,0,grocery,0
T719362,1,8.91,48.49,0.18,554,3,13.9,0,online,0
T719363,11,134.76,19.91,6.77,1363,2,9.5,0,fuel,0
T719364,17,30.79,30.09,1.02,1604,2,6.0,0,grocery,0
T719365,15,12.02,29.69,0.4,235,2,9.5,0,grocery,0
T719366,10,19.48,37.85,0.51,1224,2,9.2,0,restaurant,0
T719367,12,15.16,17.42,0.87,1880,8,4.1,0,restaurant,0
T719368,11,3.81,20.19,0.19,430,10,1.3,0,fuel,0
T719369,5,16.51,47.17,0.35,2907,5,3.9,0,grocery,0
T719370,2,19.85,35.2,0.56,889,4,2.1,0,restaurant,0
T719371,12,19.9,41.75,0.48,1708,2,11.6,0,electronics,0
T719372,19,90.69,16.06,5.65,2315,3,0.4,0,grocery,0
T719373,13,6.19,25.04,0.25,1735,2,8.1,0,travel,0
T719374,0,317.73,23.4,13.58,872,1,11.8,0,grocery,0
T719375,0,34.61,30.02,1.15,271,4,0.5,0,online,0
T719376,6,49.63,27.55,1.8,2728,2,11.7,0,electronics,0
T719377,18,42.46,24.95,1.7,1305,6,9.1,0,online,0
T719378,9,49.48,34.42,1.44,901,2,39.2,0,travel,0
T719379,9,17.29,28.71,0.6,2629,4,0.1,0,grocery,0
T719380,17,27.31,99.22,0.28,2185,6,2.8,0,restaurant,0
T719381,11,30.86,17.17,1.8,439,4,6.2,0,online,0
T719382,4,20.22,35.25,0.57,2281,4,5.0,0,atm,0
T719383,9,19.99,50.56,0.4,1650,2,1.2,0,electronics,0
T719384,11,119.84,20.5,5.85,1391,0,0.3,0,travel,0
T719385,20,9.66,23.74,0.41,973,5,12.8,0,grocery,0
T719386,13,4.52,20.59,0.22,2317,1,5.9,1,grocery,0
T719387,0,21.59,32.86,0.66,2000,7,25.3,0,electronics,0
T719388,8,49.41,48.09,1.03,913,5,12.1,0,grocery,0
T719389,20,23.37,37.29,0.63,166,1,12.1,0,electronics,0
T719390,0,101.5,33.1,3.07,1240,6,9.8,0,restaurant,0
T719391,18,52.96,39.76,1.33,2701,3,1.4,0,online,0
T719392,4,220.61,20.18,10.93,1355,1,8.1,0,grocery,0
T719393,20,48.6,16.88,2.88,1286,4,2.5,0,grocery,0
T719394,13,22.81,60.38,0.38,1573,5,7.7,0,atm,0
T719395,5,115.06,36.33,3.17,815,1,2.5,0,grocery,0
T719396,13,7.69,25.82,0.3,41,6,7.6,0,fuel,0
T719397,0,13.78,19.54,0.71,2737,5,21.0,0,electronics,0
T719398,17,11.75,32.06,0.37,125,6,9.2,0,online,0
T719399,3,35.94,26.8,1.34,1363,3,3.8,0,electronics,0
T719400,13,92.33,40.85,2.26,1026,0,3.3,0,grocery,0
T719401,2,11.34,27.13,0.42,1722,8,8.1,0,restaurant,0
T719402,19,54.71,18.07,3.03,1861,4,3.9,0,electronics,0
T719403,4,14.82,28.3,0.52,682,2,5.8,0,grocery,0
T719404,23,35.86,42.35,0.85,1608,3,7.4,0,grocery,0
T719405,5,2.7,23.57,0.11,1278,4,5.4,0,atm,0
T719406,12,63.93,14.92,4.28,1147,7,7.1,0,restaurant,0
T719407,19,7.0,30.79,0.23,2953,3,8.0,0,online,0
T719408,7,34.15,24.09,1.42,2997,8,15.6,0,online,0
T719409,6,13.59,10.44,1.3,2187,4,1.9,0,grocery,0
T719410,14,61.66,29.03,2.12,2784,3,3.8,0,grocery,0
T719411,20,9.81,40.79,0.24,2315,2,3.4,0,travel,0
T719412,23,22.02,8.6,2.56,944,4,1.7,0,electronics,0
T719413,2,18.8,29.56,0.64,2603,2,1.5,0,grocery,0
T719414,22,96.46,24.53,3.93,1229,2,3.6,0,grocery,0
T719415,2,118.29,23.95,4.94,546,2,8.8,0,grocery,0
T719416,3,51.19,50.47,1.01,2365,2,10.2,0,restaurant,0
T719417,21,64.75,23.39,2.77,1149,1,4.8,0,atm,0
T719418,16,17.39,19.9,0.87,2265,3,9.0,0,grocery,0
T719419,11,9.7,32.31,0.3,1291,2,12.1,0,fuel,0
T719420,2,100.95,19.16,5.27,2959,2,4.7,0,restaurant,0
T719421,22,35.64,37.8,0.94,2596,3,2.0,0,atm,0
