applicant_id,credit_score,annual_income,loan_amount,loan_term_months,employment_length_yrs,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,interest_rate,default
A55618,714,,50200,24,8.1,0.442,0,RENT,credit_card,9.25,0
A55619,535,57800.0,28500,24,6.6,0.345,0,RENT,medical,11.22,0
A55620,664,35000.0,13000,24,2.9,0.45,0,MORTGAGE,major_purchase,10.63,0
A55621,666,146400.0,90600,36,13.1,0.285,1,OWN,credit_card,8.54,0
A55622,655,24000.0,11700,48,8.7,0.469,0,OWN,credit_card,10.48,0
A55623,677,37600.0,4500,36,0.5,0.281,0,RENT,debt_consolidation,11.05,0
A55624,710,85700.0,62000,48,3.8,0.513,0,MORTGAGE,credit_card,6.91,0
A55625,572,68500.0,40500,24,8.6,0.384,0,MORTGAGE,major_purchase,14.5,0
A55626,850,139500.0,20100,12,6.9,0.324,1,MORTGAGE,home_improvement,7.32,0
A55627,806,41800.0,14900,48,0.4,0.358,2,MORTGAGE,major_purchase,6.73,1
A55628,661,111500.0,25400,36,0.2,0.529,0,RENT,debt_consolidation,10.78,0
A55629,728,,34100,36,3.4,0.389,2,MORTGAGE,debt_consolidation,10.05,0
A55630,740,61500.0,21000,48,2.4,0.526,0,RENT,home_improvement,8.39,0
A55631,692,71200.0,26700,12,3.5,0.49,0,MORTGAGE,credit_card,7.55,0
A55632,645,55200.0,9400,36,13.3,0.163,0,OWN,medical,10.7,0
A55633,514,61800.0,31600,12,32.2,0.348,0,MORTGAGE,home_improvement,14.34,1
A55634,632,46200.0,16100,12,11.7,0.346,1,RENT,major_purchase,10.56,0
A55635,664,45500.0,37400,36,1.6,0.823,1,OWN,credit_card,8.51,0
A55636,737,42200.0,27800,36,12.1,0.313,0,OWN,major_purchase,8.16,0
A55637,768,43800.0,5500,24,7.2,0.255,0,MORTGAGE,debt_consolidation,7.94,0
A55638,630,35500.0,29900,36,17.4,0.773,1,RENT,major_purchase,11.52,1
A55639,722,73900.0,43400,24,9.6,0.545,1,MORTGAGE,credit_card,11.25,1
A55640,630,107000.0,18300,12,4.3,0.374,1,MORTGAGE,home_improvement,11.68,0
A55641,718,51300.0,7800,36,3.5,0.065,0,RENT,debt_consolidation,8.51,0
A55642,692,43300.0,9700,36,,0.374,0,RENT,home_improvement,12.34,0
A55643,695,31200.0,3900,36,7.7,0.47,0,RENT,debt_consolidation,9.99,0
A55644,762,31600.0,11500,12,6.0,0.514,0,MORTGAGE,debt_consolidation,9.17,0
A55645,736,176800.0,114300,12,3.9,0.438,1,RENT,medical,7.62,0
A55646,796,83800.0,15100,60,4.6,0.341,1,OWN,debt_consolidation,7.36,0
A55647,659,71600.0,19700,60,4.9,0.107,0,MORTGAGE,home_improvement,10.26,0
A55648,828,123600.0,61500,36,0.0,0.494,0,MORTGAGE,medical,6.98,0
A55649,717,45700.0,35700,48,3.8,0.54,1,MORTGAGE,debt_consolidation,9.7,1
A55650,668,35200.0,19000,36,1.1,0.184,0,RENT,home_improvement,11.81,0
A55651,577,50000.0,36500,24,2.0,0.821,0,RENT,credit_card,11.16,1
A55652,632,87000.0,11300,36,4.0,0.256,0,MORTGAGE,small_business,11.51,1
A55653,623,18000.0,13300,48,8.2,0.672,1,RENT,debt_consolidation,9.03,0
A55654,702,25200.0,17000,36,3.3,0.394,0,MORTGAGE,home_improvement,9.54,0
A55655,749,112400.0,77700,60,0.0,0.546,1,MORTGAGE,home_improvement,6.93,0
A55656,621,27600.0,7900,12,4.0,0.413,1,MORTGAGE,small_business,9.9,0
A55657,725,41600.0,29800,24,2.1,0.33,0,RENT,debt_consolidation,10.55,0
A55658,787,108600.0,90200,24,0.3,0.536,0,RENT,credit_card,7.96,0
A55659,613,48800.0,43000,60,9.1,0.772,0,OWN,medical,9.15,0
A55660,749,110100.0,40600,24,5.6,0.553,1,RENT,credit_card,9.83,0
A55661,508,65900.0,13000,36,0.6,0.41,0,MORTGAGE,medical,13.95,1
A55662,760,78300.0,27500,12,0.2,0.372,0,MORTGAGE,credit_card,8.43,0
A55663,791,50200.0,21600,12,12.4,0.391,1,RENT,credit_card,8.32,0
A55664,754,68700.0,18700,24,0.7,0.514,1,MORTGAGE,debt_consolidation,8.77,0
A55665,572,35100.0,27600,12,7.5,0.277,1,OWN,debt_consolidation,12.26,1
A55666,756,39000.0,4200,60,6.7,0.218,0,RENT,debt_consolidation,9.39,0
A55667,677,101000.0,33700,36,1.7,0.123,0,RENT,credit_card,8.55,0
A55668,696,32900.0,25100,12,13.3,0.449,2,RENT,medical,12.87,1
A55669,715,23000.0,12200,12,6.2,0.317,1,MORTGAGE,debt_consolidation,6.46,0
A55670,651,46900.0,34400,36,4.2,0.454,0,OWN,major_purchase,9.37,0
A55671,742,49400.0,41400,60,7.5,0.735,0,MORTGAGE,major_purchase,11.24,0
A55672,666,99800.0,21200,24,6.8,0.138,0,MORTGAGE,debt_consolidation,9.88,0
A55673,685,45000.0,16700,36,8.7,0.575,0,RENT,debt_consolidation,10.63,0
A55674,665,58500.0,34500,12,1.4,0.572,1,RENT,debt_consolidation,12.03,1
A55675,662,34900.0,7600,48,12.3,0.232,0,RENT,debt_consolidation,9.7,0
A55676,615,31300.0,9500,36,15.6,0.314,1,MORTGAGE,debt_consolidation,11.56,0
A55677,775,46300.0,25500,24,1.8,0.54,0,MORTGAGE,home_improvement,7.26,0
A55678,709,49000.0,32700,12,0.4,0.522,0,MORTGAGE,medical,11.75,0
A55679,679,46500.0,25000,36,5.2,0.621,0,RENT,credit_card,12.59,1
A55680,616,47500.0,26300,36,3.5,0.308,0,RENT,debt_consolidation,8.75,1
A55681,588,61400.0,41100,60,0.5,0.3,1,RENT,home_improvement,11.38,1
A55682,721,59300.0,41800,36,13.0,0.574,0,MORTGAGE,credit_card,6.88,0
A55683,676,79100.0,55700,36,15.8,0.739,1,RENT,debt_consolidation,10.93,0
A55684,681,49500.0,29800,36,1.0,0.433,0,RENT,debt_consolidation,10.85,0
A55685,722,78400.0,41400,36,1.9,0.269,0,RENT,credit_card,6.75,0
A55686,692,53400.0,22500,48,3.2,0.272,0,MORTGAGE,small_business,10.27,0
A55687,775,65500.0,39000,60,15.9,0.304,0,MORTGAGE,home_improvement,8.7,0
A55688,616,,12100,48,5.1,0.512,0,RENT,medical,13.18,0
A55689,677,85100.0,49800,36,16.0,0.404,0,RENT,home_improvement,10.61,0
A55690,708,58300.0,23500,48,1.4,0.358,0,OWN,debt_consolidation,12.51,0
A55691,594,71900.0,42500,48,11.1,0.555,0,MORTGAGE,credit_card,12.72,0
A55692,831,30100.0,12200,48,3.1,0.588,0,OWN,credit_card,7.27,0
A55693,642,47100.0,37800,24,0.8,0.507,0,RENT,debt_consolidation,9.96,0
A55694,605,24800.0,4400,12,6.0,0.158,0,RENT,home_improvement,10.88,0
A55695,647,110900.0,14800,48,2.1,0.232,1,OWN,debt_consolidation,10.02,0
A55696,499,58400.0,8100,12,1.4,0.299,0,MORTGAGE,medical,15.39,0
A55697,726,37400.0,11200,36,2.7,0.341,0,MORTGAGE,medical,6.95,0
A55698,657,37800.0,19100,36,9.1,0.549,0,RENT,medical,7.78,0
A55699,680,39600.0,22300,24,2.8,0.442,0,OWN,debt_consolidation,8.01,0
A55700,626,56800.0,5900,48,1.3,0.281,1,RENT,debt_consolidation,14.07,1
A55701,767,42600.0,27000,12,2.3,0.445,2,MORTGAGE,medical,7.08,1
A55702,660,48400.0,37000,36,15.5,0.38,0,RENT,credit_card,10.99,0
A55703,601,57100.0,44600,24,22.1,0.711,1,RENT,credit_card,8.76,1
A55704,808,40600.0,17000,60,2.9,0.645,2,RENT,debt_consolidation,8.25,1
A55705,668,25300.0,9000,36,,0.248,1,MORTGAGE,home_improvement,9.29,0
A55706,652,120300.0,26800,48,8.9,0.338,0,OWN,debt_consolidation,7.59,0
A55707,734,45500.0,21600,48,2.3,0.399,0,RENT,credit_card,8.71,0
A55708,677,74100.0,51000,24,2.2,0.234,0,MORTGAGE,major_purchase,10.39,0
A55709,570,76400.0,13000,24,0.4,0.308,0,RENT,major_purchase,11.68,0
A55710,812,32600.0,6500,24,1.4,0.171,0,MORTGAGE,major_purchase,5.92,0
A55711,753,83000.0,21300,24,3.8,0.235,0,RENT,home_improvement,8.37,0
A55712,632,26300.0,16900,48,3.0,0.357,0,RENT,small_business,10.1,0
A55713,739,75200.0,25400,24,1.5,0.654,0,MORTGAGE,major_purchase,7.77,0
A55714,737,49400.0,8400,36,8.6,0.555,0,MORTGAGE,debt_consolidation,10.28,0
A55715,643,45900.0,39300,48,4.8,0.653,0,MORTGAGE,credit_card,10.06,0
A55716,675,69800.0,49000,36,36.5,0.418,0,OWN,home_improvement,12.02,0
A55717,709,49600.0,24100,36,3.1,0.501,0,OWN,debt_consolidation,6.55,0
A55718,673,238600.0,131300,36,6.5,0.432,0,MORTGAGE,medical,10.99,0
A55719,709,33000.0,13500,36,0.5,0.438,1,RENT,debt_consolidation,8.9,0
A55720,515,28000.0,5800,24,18.3,0.36,0,RENT,debt_consolidation,12.1,1
A55721,581,62700.0,40500,12,5.1,0.234,1,MORTGAGE,home_improvement,12.07,0
A55722,719,52100.0,46300,60,5.0,0.36,1,RENT,debt_consolidation,9.97,0
A55723,744,89200.0,16100,60,8.3,0.406,0,RENT,debt_consolidation,10.16,0
A55724,612,44300.0,16400,36,5.6,0.238,0,MORTGAGE,debt_consolidation,11.74,0
A55725,808,101500.0,66100,36,1.0,0.437,0,MORTGAGE,major_purchase,6.72,0
A55726,637,121300.0,19100,48,6.4,0.248,0,RENT,debt_consolidation,13.58,1
A55727,764,48800.0,6500,36,6.4,0.292,0,OWN,credit_card,10.64,0
A55728,799,71700.0,45200,24,16.9,0.617,0,RENT,home_improvement,10.51,0
A55729,681,102300.0,19500,12,3.8,0.296,0,MORTGAGE,debt_consolidation,12.71,0
A55730,592,84900.0,62400,60,18.4,0.439,1,MORTGAGE,credit_card,13.66,0
A55731,725,40200.0,16200,60,0.1,0.204,0,OWN,credit_card,10.29,0
A55732,611,82200.0,14500,36,,0.164,0,MORTGAGE,credit_card,13.13,1
A55733,554,64800.0,14700,24,3.3,0.284,0,RENT,debt_consolidation,10.05,1
A55734,684,28100.0,5200,36,1.2,0.443,0,RENT,credit_card,9.41,0
A55735,798,110300.0,19600,36,1.4,0.286,0,OWN,debt_consolidation,6.61,0
A55736,732,71500.0,28300,36,1.0,0.496,0,MORTGAGE,debt_consolidation,9.77,0
A55737,713,71800.0,60100,24,23.4,0.863,0,OWN,debt_consolidation,9.03,0
A55738,713,50500.0,27400,36,5.3,0.59,0,RENT,debt_consolidation,10.05,0
A55739,563,46800.0,13900,48,12.3,0.263,0,RENT,debt_consolidation,15.54,0
A55740,539,45700.0,32400,36,2.5,0.783,0,OWN,credit_card,14.9,1
A55741,652,91700.0,58200,36,4.1,0.598,0,MORTGAGE,debt_consolidation,11.18,1
A55742,707,42900.0,5800,24,,0.342,0,MORTGAGE,home_improvement,8.38,0
A55743,739,36200.0,21500,36,15.4,0.349,0,MORTGAGE,home_improvement,5.62,0
A55744,775,33800.0,12900,48,2.0,0.16,0,MORTGAGE,major_purchase,8.62,0
A55745,619,31400.0,22000,24,13.2,0.446,0,RENT,medical,9.22,0
A55746,605,72400.0,49500,36,1.3,0.488,0,OWN,debt_consolidation,10.96,1
A55747,586,106400.0,16000,24,1.0,0.131,1,MORTGAGE,major_purchase,12.1,0
A55748,595,37900.0,20900,24,1.8,0.496,1,RENT,home_improvement,12.16,1
A55749,659,45400.0,29900,48,0.1,0.384,0,RENT,debt_consolidation,7.07,1
A55750,705,25900.0,10000,36,0.5,0.445,0,RENT,debt_consolidation,11.11,0
A55751,572,112700.0,21200,24,1.2,0.301,0,MORTGAGE,debt_consolidation,14.85,0
A55752,658,76400.0,59900,36,12.2,0.629,0,MORTGAGE,debt_consolidation,9.23,0
A55753,711,37400.0,18800,48,0.9,0.286,0,OWN,credit_card,9.03,0
A55754,633,124500.0,35800,36,1.4,0.391,0,OWN,debt_consolidation,10.18,0
A55755,699,49000.0,18000,36,12.3,0.326,0,RENT,medical,10.83,0
A55756,664,25100.0,14800,36,2.1,0.551,1,RENT,credit_card,8.71,0
A55757,798,55600.0,22000,36,9.3,0.346,0,MORTGAGE,debt_consolidation,6.5,0
A55758,660,28300.0,8800,24,0.8,0.302,0,RENT,debt_consolidation,10.35,1
A55759,645,93200.0,75800,60,2.0,0.894,0,MORTGAGE,credit_card,11.1,1
A55760,607,40700.0,30100,60,6.9,0.432,1,RENT,debt_consolidation,9.3,1
A55761,678,47700.0,37900,48,3.5,0.624,0,RENT,credit_card,9.56,0
A55762,637,41600.0,37300,60,5.9,0.664,1,MORTGAGE,debt_consolidation,12.44,1
A55763,667,52600.0,14500,48,5.2,0.436,0,RENT,small_business,7.0,1
A55764,780,51900.0,31400,24,1.9,0.583,0,MORTGAGE,small_business,5.15,0
A55765,538,35100.0,24600,12,1.2,0.582,0,OWN,small_business,12.83,0
A55766,711,151300.0,71900,24,1.0,0.373,0,RENT,credit_card,9.14,0
A55767,660,41300.0,31700,48,10.7,0.455,0,RENT,debt_consolidation,10.02,0
A55768,680,71300.0,29500,36,1.1,0.184,0,OWN,credit_card,10.25,0
A55769,636,27000.0,17200,24,1.8,0.225,0,RENT,small_business,8.84,1
A55770,603,38200.0,11900,36,6.1,0.236,0,MORTGAGE,debt_consolidation,8.47,1
A55771,693,89800.0,17200,36,2.4,0.404,0,RENT,debt_consolidation,7.93,0
A55772,700,15000.0,11500,36,3.1,0.531,0,RENT,debt_consolidation,10.46,0
A55773,604,41700.0,7400,12,1.0,0.378,1,MORTGAGE,debt_consolidation,11.22,0
A55774,602,49000.0,19100,36,4.4,0.504,1,RENT,home_improvement,13.74,0
A55775,653,79500.0,32700,24,9.4,0.228,0,RENT,debt_consolidation,8.71,0
A55776,710,123300.0,107400,24,0.9,0.59,1,MORTGAGE,small_business,8.68,0
A55777,637,21400.0,4400,12,1.3,0.286,0,MORTGAGE,debt_consolidation,10.26,0
A55778,648,62400.0,20400,60,0.8,0.17,2,MORTGAGE,credit_card,12.54,0
A55779,732,89600.0,40800,12,1.6,0.358,0,MORTGAGE,debt_consolidation,6.85,0
A55780,761,149600.0,18600,36,8.5,0.468,0,RENT,credit_card,7.56,0
A55781,660,58000.0,12200,36,0.4,0.234,0,RENT,credit_card,9.75,0
A55782,645,29800.0,8100,36,14.8,0.47,0,RENT,debt_consolidation,12.2,0
A55783,524,35900.0,11200,36,6.9,0.534,1,RENT,credit_card,12.65,1
A55784,761,50700.0,24600,60,3.4,0.16,1,RENT,medical,8.32,0
A55785,702,38500.0,30000,12,6.2,0.41,0,RENT,major_purchase,10.08,1
A55786,650,71500.0,20000,48,4.9,0.27,0,OWN,major_purchase,7.82,0
A55787,638,23500.0,16200,24,1.7,0.896,0,OWN,credit_card,12.08,0
A55788,578,46400.0,5600,24,12.7,0.461,0,MORTGAGE,small_business,13.13,0
A55789,829,55900.0,44800,36,0.6,0.334,0,MORTGAGE,medical,4.89,0
A55790,687,23100.0,7200,12,10.2,0.575,0,MORTGAGE,debt_consolidation,10.45,1
A55791,641,70200.0,39800,36,7.0,0.469,0,RENT,medical,10.83,0
A55792,755,51900.0,28300,36,3.1,0.725,0,MORTGAGE,debt_consolidation,7.82,0
A55793,658,100400.0,22900,60,18.9,0.172,0,RENT,debt_consolidation,10.69,0
A55794,624,63900.0,48500,60,0.4,0.439,0,OWN,home_improvement,9.12,1
A55795,555,45900.0,24200,60,7.9,0.571,0,MORTGAGE,medical,10.6,1
A55796,784,48800.0,34700,48,5.0,0.402,0,MORTGAGE,home_improvement,7.95,0
A55797,788,50400.0,10800,24,0.0,0.215,0,MORTGAGE,home_improvement,7.26,0
A55798,576,64800.0,22500,60,8.9,0.801,2,MORTGAGE,debt_consolidation,12.33,1
A55799,755,58900.0,34100,36,3.0,0.736,0,OWN,home_improvement,9.08,1
A55800,541,44900.0,39600,60,2.6,0.321,0,MORTGAGE,debt_consolidation,11.74,1
A55801,757,187000.0,163000,12,2.4,0.707,0,MORTGAGE,credit_card,7.05,0
A55802,831,54500.0,33100,36,0.2,0.497,0,MORTGAGE,medical,8.73,0
A55803,640,26900.0,9100,48,2.8,0.481,0,RENT,major_purchase,9.11,0
A55804,683,92400.0,41200,60,7.7,0.472,0,MORTGAGE,debt_consolidation,7.93,0
A55805,790,66600.0,34700,48,6.3,0.239,0,MORTGAGE,debt_consolidation,5.11,0
A55806,617,24200.0,8800,24,0.9,0.326,1,RENT,credit_card,13.62,1
A55807,850,42700.0,12000,48,3.7,0.151,0,MORTGAGE,home_improvement,4.95,0
A55808,791,31100.0,14700,24,2.4,0.383,0,MORTGAGE,credit_card,8.33,0
A55809,609,30500.0,21000,60,8.4,0.316,0,MORTGAGE,home_improvement,11.21,0
A55810,691,60700.0,48100,24,6.0,0.313,1,RENT,credit_card,9.93,0
A55811,641,34300.0,10300,48,2.3,0.185,0,RENT,home_improvement,10.49,0
A55812,731,43900.0,19200,60,3.5,0.559,2,MORTGAGE,credit_card,8.03,0
A55813,632,103500.0,86900,12,3.2,0.767,1,RENT,credit_card,11.33,1
A55814,688,18000.0,12000,60,5.5,0.518,0,MORTGAGE,credit_card,6.02,0
A55815,840,57500.0,37400,24,7.9,0.62,0,MORTGAGE,credit_card,5.18,0
A55816,625,21700.0,2400,48,5.8,0.155,1,RENT,home_improvement,9.5,0
A55817,776,48000.0,40100,60,4.2,0.479,1,RENT,credit_card,8.11,1
A55818,561,72700.0,50300,12,2.5,0.61,0,OWN,debt_consolidation,14.41,1
A55819,784,97500.0,77800,36,3.2,0.851,0,MORTGAGE,credit_card,9.04,0
A55820,655,21700.0,16100,36,,0.515,0,RENT,debt_consolidation,8.33,0
A55821,643,15000.0,10300,36,10.6,0.272,0,OWN,debt_consolidation,12.75,0
A55822,629,111300.0,61000,48,5.4,0.389,0,RENT,debt_consolidation,12.28,0
A55823,670,53300.0,21000,48,9.1,0.589,0,MORTGAGE,home_improvement,11.5,0
A55824,850,34500.0,24400,36,6.1,0.576,1,RENT,medical,4.78,0
A55825,724,51900.0,41700,48,1.4,0.414,1,MORTGAGE,medical,9.27,0
A55826,616,99700.0,21300,12,3.7,0.507,0,MORTGAGE,home_improvement,13.51,1
A55827,720,38200.0,26100,48,0.9,0.921,1,MORTGAGE,debt_consolidation,8.0,0
A55828,596,49300.0,43300,36,6.2,0.522,1,RENT,small_business,13.0,0
A55829,763,38700.0,9800,60,4.2,0.267,1,RENT,debt_consolidation,7.18,0
A55830,780,52200.0,31200,48,1.2,0.283,0,RENT,debt_consolidation,5.59,0
A55831,664,86000.0,72200,60,1.1,0.492,1,RENT,debt_consolidation,10.84,0
A55832,663,28500.0,17900,24,7.8,0.708,2,RENT,medical,11.1,0
A55833,750,27200.0,8300,12,5.1,0.535,0,MORTGAGE,debt_consolidation,9.24,0
A55834,586,30000.0,19900,60,0.2,0.315,0,MORTGAGE,medical,8.28,0
A55835,697,60700.0,20400,12,0.5,0.426,0,MORTGAGE,major_purchase,12.98,0
A55836,737,93400.0,30700,24,1.4,0.401,0,MORTGAGE,credit_card,7.63,0
A55837,615,76400.0,52900,60,1.0,0.445,0,RENT,home_improvement,14.29,0
A55838,667,93600.0,74700,36,1.9,0.485,0,OWN,debt_consolidation,6.29,0
A55839,635,31700.0,9900,36,0.2,0.307,0,OWN,debt_consolidation,11.47,0
A55840,601,63700.0,15800,48,5.2,0.121,0,MORTGAGE,debt_consolidation,11.98,1
A55841,731,121500.0,29700,60,0.7,0.451,0,RENT,credit_card,8.09,0
A55842,556,58200.0,22100,36,15.7,0.268,0,OWN,debt_consolidation,14.93,0
A55843,634,77000.0,16600,48,8.1,0.245,0,RENT,home_improvement,9.97,0
A55844,598,51400.0,17500,24,3.9,0.349,0,MORTGAGE,home_improvement,11.93,0
A55845,616,88300.0,59500,12,1.3,0.273,0,MORTGAGE,major_purchase,12.97,0
A55846,733,70800.0,32200,48,1.3,0.53,0,MORTGAGE,credit_card,9.29,0
A55847,704,39900.0,25400,12,3.4,0.558,0,OWN,credit_card,7.06,0
A55848,731,76000.0,57200,24,4.3,0.656,0,MORTGAGE,debt_consolidation,8.3,0
A55849,803,48900.0,21200,24,4.1,0.344,0,RENT,debt_consolidation,5.52,0
A55850,734,47700.0,13300,12,5.1,0.253,0,MORTGAGE,home_improvement,7.62,0
A55851,699,65400.0,30300,60,10.3,0.475,0,RENT,debt_consolidation,10.2,1
A55852,809,85100.0,60600,24,22.7,0.738,0,MORTGAGE,debt_consolidation,7.31,0
A55853,716,57700.0,11300,48,0.2,0.093,0,OWN,home_improvement,8.9,0
A55854,752,117000.0,44400,24,0.5,0.478,0,RENT,home_improvement,8.24,0
A55855,784,120000.0,15100,36,1.4,0.114,2,RENT,credit_card,11.0,0
A55856,687,52500.0,32100,48,1.0,0.341,0,MORTGAGE,debt_consolidation,11.05,0
A55857,676,42000.0,9400,48,4.2,0.277,0,OWN,credit_card,14.62,0
A55858,777,70000.0,17600,24,2.8,0.46,0,RENT,debt_consolidation,6.79,0
A55859,600,50700.0,24600,48,13.8,0.375,0,RENT,small_business,10.15,0
A55860,560,76000.0,26500,24,11.5,0.387,0,RENT,small_business,12.83,0
A55861,713,63300.0,14600,12,0.6,0.269,1,MORTGAGE,debt_consolidation,11.71,0
A55862,701,61500.0,47900,48,5.8,0.603,1,OWN,credit_card,11.65,0
A55863,782,56200.0,49000,24,1.0,0.396,0,OWN,debt_consolidation,5.87,0
A55864,620,76100.0,68400,36,1.1,0.491,1,RENT,home_improvement,12.16,0
A55865,676,40800.0,36000,24,9.0,0.384,0,RENT,home_improvement,8.74,0
A55866,710,41200.0,10900,36,8.5,0.163,2,MORTGAGE,home_improvement,7.97,0
A55867,713,74700.0,40700,24,0.3,0.416,0,RENT,debt_consolidation,10.23,0
A55868,629,49000.0,11700,60,3.8,0.662,0,MORTGAGE,credit_card,10.54,0
A55869,850,41300.0,15600,48,0.1,0.509,3,RENT,debt_consolidation,7.66,0
A55870,608,32500.0,10300,24,0.6,0.395,0,RENT,debt_consolidation,10.49,0
A55871,716,57200.0,24300,36,2.0,0.261,0,RENT,medical,8.32,0
A55872,660,20000.0,9000,36,0.8,0.375,0,MORTGAGE,home_improvement,11.47,1
A55873,655,110400.0,95500,48,2.3,0.668,0,MORTGAGE,debt_consolidation,9.28,0
A55874,725,58200.0,35900,12,9.6,0.259,0,MORTGAGE,debt_consolidation,7.68,0
A55875,555,54200.0,29300,24,8.2,0.238,0,MORTGAGE,debt_consolidation,9.7,1
A55876,644,43500.0,28000,36,7.7,0.298,0,OWN,medical,9.83,0
A55877,805,71600.0,34100,48,1.5,0.576,1,RENT,debt_consolidation,6.89,0
A55878,558,55900.0,37200,48,8.0,0.328,0,RENT,debt_consolidation,16.16,1
A55879,738,102000.0,38100,48,1.7,0.153,0,OWN,debt_consolidation,7.64,0
A55880,622,31100.0,7200,36,2.1,0.287,2,RENT,debt_consolidation,10.08,1
A55881,811,74900.0,59900,36,1.5,0.332,2,MORTGAGE,debt_consolidation,7.12,0
A55882,721,102800.0,78200,60,15.2,0.373,0,MORTGAGE,credit_card,9.93,0
A55883,691,63900.0,19300,36,0.9,0.233,1,RENT,credit_card,9.85,0
A55884,614,193800.0,61900,36,,0.439,2,RENT,credit_card,12.93,1
A55885,681,76900.0,39800,24,6.5,0.247,1,MORTGAGE,debt_consolidation,12.59,0
A55886,712,78100.0,9100,36,6.2,0.319,0,MORTGAGE,debt_consolidation,6.34,0
A55887,787,17400.0,4600,36,1.5,0.497,1,RENT,debt_consolidation,9.18,0
A55888,662,49400.0,8900,48,9.7,0.332,0,MORTGAGE,home_improvement,9.59,0
A55889,719,115400.0,18500,48,,0.115,0,MORTGAGE,major_purchase,8.74,0
A55890,562,65100.0,32500,24,6.7,0.311,1,RENT,credit_card,11.64,0
A55891,721,51100.0,35200,12,0.6,0.782,1,RENT,major_purchase,9.34,1
A55892,772,53200.0,36100,36,6.2,0.692,0,RENT,major_purchase,7.88,0
A55893,697,71000.0,8600,60,0.3,0.725,1,RENT,credit_card,8.56,0
A55894,689,63100.0,44200,36,6.0,0.424,1,RENT,debt_consolidation,9.61,1
A55895,635,22800.0,16100,36,3.1,0.349,0,MORTGAGE,credit_card,10.01,1
A55896,720,52400.0,29800,60,2.8,0.93,0,MORTGAGE,home_improvement,11.02,0
A55897,619,75800.0,11500,36,2.5,0.278,0,RENT,credit_card,11.58,0
A55898,699,,10600,12,3.1,0.483,0,RENT,medical,9.49,1
A55899,741,85000.0,56000,36,6.1,0.642,0,RENT,debt_consolidation,9.62,0
A55900,502,30300.0,17600,48,,0.431,0,MORTGAGE,credit_card,10.56,0
A55901,643,76700.0,55700,36,1.7,0.724,0,MORTGAGE,home_improvement,11.97,0
A55902,619,89000.0,76500,24,5.3,0.557,0,OWN,credit_card,11.7,0
A55903,632,59500.0,25600,24,4.3,0.437,1,MORTGAGE,credit_card,11.02,1
A55904,660,42600.0,10000,36,17.4,0.578,0,MORTGAGE,home_improvement,7.18,0
A55905,756,74600.0,28200,24,1.5,0.256,0,MORTGAGE,credit_card,8.98,1
A55906,729,65200.0,21000,36,1.8,0.341,0,RENT,debt_consolidation,6.19,0
A55907,675,26900.0,16300,48,0.5,0.596,0,OWN,small_business,9.43,0
A55908,746,,17900,48,2.0,0.316,1,OWN,debt_consolidation,9.44,0
A55909,532,61500.0,50100,24,0.7,0.282,0,MORTGAGE,small_business,11.2,1
A55910,592,81900.0,44300,48,4.0,0.516,0,MORTGAGE,credit_card,11.62,0
A55911,700,102800.0,12000,36,0.8,0.065,0,RENT,debt_consolidation,11.17,0
A55912,742,,52300,60,4.6,0.609,0,MORTGAGE,home_improvement,5.16,0
A55913,688,63900.0,39000,48,11.4,0.564,1,OWN,home_improvement,10.01,0
A55914,538,33300.0,9100,24,20.7,0.496,0,MORTGAGE,credit_card,12.34,0
A55915,533,50100.0,44400,48,5.4,0.431,1,RENT,medical,13.48,1
A55916,812,39500.0,16700,48,1.2,0.206,1,MORTGAGE,home_improvement,5.18,0
A55917,707,25800.0,22200,24,3.8,0.397,0,MORTGAGE,debt_consolidation,8.94,0
A55918,636,15000.0,9200,48,6.5,0.382,0,MORTGAGE,debt_consolidation,10.78,0
A55919,730,58200.0,21200,48,10.0,0.231,0,RENT,debt_consolidation,11.1,0
A55920,664,31500.0,3600,24,1.2,0.432,0,MORTGAGE,medical,11.6,0
A55921,820,43800.0,26600,36,0.7,0.269,1,MORTGAGE,credit_card,5.52,0
A55922,535,75600.0,66400,36,1.4,0.644,0,MORTGAGE,debt_consolidation,11.47,1
A55923,559,69000.0,22800,12,3.2,0.538,0,MORTGAGE,major_purchase,11.88,1
A55924,695,53100.0,35700,36,4.4,0.498,0,MORTGAGE,credit_card,13.11,0
A55925,618,44000.0,27700,12,2.7,0.625,0,RENT,debt_consolidation,10.59,1
A55926,676,76900.0,9400,24,7.6,0.239,0,MORTGAGE,home_improvement,10.03,0
A55927,676,119900.0,105300,12,6.5,0.496,0,RENT,major_purchase,13.24,1
A55928,570,49500.0,6900,24,3.3,0.414,0,MORTGAGE,home_improvement,12.51,1
A55929,620,46300.0,25100,60,4.6,0.485,0,MORTGAGE,debt_consolidation,11.76,1
A55930,535,24200.0,13900,48,1.7,0.475,0,RENT,debt_consolidation,9.48,1
A55931,630,,17900,24,7.2,0.378,1,OWN,credit_card,14.64,1
A55932,725,21300.0,5600,48,6.4,0.486,0,RENT,home_improvement,9.24,0
A55933,717,59800.0,14400,36,2.5,0.229,0,MORTGAGE,major_purchase,10.37,0
A55934,691,117600.0,45900,60,2.1,0.142,0,RENT,credit_card,8.05,1
A55935,623,47300.0,38200,48,1.7,0.542,0,MORTGAGE,debt_consolidation,7.23,1
